Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
10819,17,80,74,62,5.7,1
10820,17,88,83,85,7.8,1
10821,23,49,61,73,4.4,1
10822,23,55,75,89,8.6,1
10823,20,84,89,90,10.6,1
10824,18,64,63,54,4.7,1
10825,19,58,60,61,4.5,1
10826,24,77,81,88,8.7,1
10827,24,79,68,89,9.0,1
10828,22,69,63,74,4.3,1
10829,25,54,60,67,4.6,1
10830,25,65,55,64,4.9,1
10831,20,55,59,39,2.5,1
10832,17,65,75,68,3.5,1
10833,17,70,69,59,3.3,1
10834,21,78,55,50,3.8,1
10835,18,60,71,74,5.4,1
10836,22,50,75,82,6.0,1
10837,23,80,80,88,8.9,1
10838,17,43,56,66,3.3,1
10839,22,100,77,84,7.7,1
10840,24,57,88,41,5.0,1
10841,21,73,67,83,5.4,1
10842,23,84,58,66,7.0,1
10843,22,61,45,52,3.0,1
10844,20,92,66,66,6.3,1
10845,23,68,54,66,5.9,1
10846,25,64,68,85,6.6,1
10847,23,62,90,75,6.1,1
10848,21,98,81,81,10.9,1
10849,23,60,49,58,4.1,1
10850,19,54,58,86,4.3,1
10851,18,67,58,66,4.1,1
10852,21,70,50,60,4.3,1
10853,20,65,47,48,4.1,1
10854,21,88,89,62,8.1,1
10855,24,82,82,69,8.6,1
10856,20,57,55,64,4.2,1
10857,25,69,46,71,3.7,1
10858,23,63,64,77,6.5,1
10859,23,52,48,74,4.3,1
10860,24,86,65,78,6.9,1
10861,22,66,87,58,5.9,1
10862,24,71,54,60,2.2,1
10863,19,91,72,84,8.9,1
10864,17,81,88,81,9.5,1
10865,22,68,50,60,4.2,1
10866,17,90,57,63,4.6,1
10867,25,78,49,56,6.1,1
10868,18,77,81,58,6.2,1
10869,18,68,69,96,6.9,1
10870,23,100,74,72,9.9,1
10871,18,80,70,50,5.1,1
10872,24,55,47,55,3.7,1
10873,22,74,43,61,2.5,1
10874,23,63,55,67,3.9,1
10875,23,59,53,58,5.4,1
10876,22,78,74,83,9.4,1
10877,25,72,59,59,4.4,1
10878,25,62,66,71,6.0,1
10879,23,57,52,65,5.5,1
10880,25,75,73,71,8.1,1
10881,19,89,93,82,11.1,1
10882,19,56,68,44,4.3,1
10883,17,59,56,62,4.4,1
10884,21,87,72,75,7.8,1
10885,20,77,69,61,7.0,1
10886,18,80,67,80,9.6,1
10887,25,69,65,70,6.8,1
10888,19,63,70,48,4.7,1
10889,24,73,78,66,6.8,1
10890,22,77,79,69,7.9,1
10891,21,84,46,76,7.3,1
10892,17,75,62,83,6.6,1
10893,20,80,79,77,7.8,1
10894,19,93,93,88,8.1,1
10895,17,99,77,77,8.5,1
10896,21,62,72,76,6.9,1
10897,22,51,62,67,5.1,1
10898,18,66,53,91,5.8,1
10899,19,87,79,76,8.2,1
10900,22,64,43,68,3.7,1
10901,20,82,67,73,6.3,1
10902,25,60,62,75,4.6,1
10903,21,49,66,74,5.6,1
10904,20,66,63,81,8.3,1
10905,18,75,60,59,5.9,1
10906,22,79,72,59,5.6,1
10907,18,36,54,51,2.5,1
10908,23,89,64,71,7.1,1
10909,19,79,60,74,6.9,1
10910,25,88,92,80,10.3,1
10911,21,59,63,47,4.8,1
10912,24,86,56,79,6.0,1
10913,22,79,65,74,6.0,1
10914,24,88,71,81,9.0,1
10915,19,60,67,78,5.3,1
10916,19,87,80,63,6.1,1
10917,21,74,59,71,6.8,1
10918,19,73,68,71,5.9,1
10919,24,65,62,60,4.5,1
10920,24,62,45,62,5.9,1
10921,18,81,83,84,7.9,1
10922,20,65,77,62,3.2,1
10923,17,65,68,74,5.8,1
10924,20,64,73,55,4.0,1
10925,20,80,63,85,8.1,1
10926,25,63,44,50,2.1,1
10927,19,60,61,66,4.3,1
10928,18,74,60,88,6.3,1
10929,25,87,79,88,8.9,1
10930,25,64,75,70,5.4,1
10931,17,55,51,76,4.3,1
10932,22,79,92,77,9.6,1
10933,24,59,33,61,2.3,1
10934,19,46,40,43,0.7,1
10935,25,70,67,68,6.5,1
10936,18,70,51,78,4.4,1
10937,22,69,51,62,3.3,1
10938,17,87,85,86,7.1,1
10939,23,64,79,69,6.0,1
10940,19,72,67,74,4.3,1
10941,23,77,64,58,2.7,1
10942,20,77,66,76,7.4,1
10943,25,73,58,73,6.9,1
10944,21,64,56,70,5.3,1
10945,19,75,75,80,9.6,1
10946,24,66,49,47,3.1,1
10947,22,53,57,55,2.1,1
10948,18,60,62,64,4.0,1
10949,19,75,63,82,5.4,1
10950,24,78,66,49,6.0,1
10951,23,60,74,81,5.0,1
10952,22,66,55,80,6.3,1
10953,17,50,62,64,2.7,1
10954,25,100,57,81,8.7,1
10955,19,82,59,58,5.3,1
10956,21,86,90,94,8.0,1
10957,23,68,71,82,6.3,1
10958,23,70,64,74,6.5,1
10959,19,77,79,75,6.8,1
10960,20,94,75,70,6.5,1
10961,23,77,76,78,6.9,1
10962,24,85,75,78,8.4,1
10963,18,44,76,72,5.9,1
10964,25,77,65,78,7.1,1
10965,23,53,57,89,5.3,1
10966,24,77,97,71,8.7,1
10967,22,62,54,64,4.0,1
10968,22,82,61,93,9.5,1
10969,25,61,75,75,5.4,1
10970,20,49,66,63,2.4,1
10971,21,67,64,96,5.8,1
10972,25,59,38,72,4.0,1
10973,17,76,72,69,7.3,1
10974,20,62,80,56,4.1,1
10975,23,77,63,64,4.5,1
10976,25,30,56,49,1.3,1
10977,22,66,69,65,4.5,1
10978,24,48,55,53,0.5,1
10979,25,52,70,58,2.0,1
10980,20,68,83,52,7.2,1
10981,17,74,71,67,7.2,1
10982,24,56,57,77,6.4,1
10983,18,61,61,75,3.4,1
10984,17,72,63,64,5.4,1
10985,23,61,72,64,5.5,1
10986,25,77,46,58,3.0,1
10987,25,81,75,95,8.8,1
10988,19,77,73,75,7.4,1
10989,22,79,54,46,5.0,1
10990,23,90,66,84,5.6,1
10991,25,59,75,76,6.0,1
10992,18,43,66,40,1.0,1
10993,24,65,56,61,5.0,1
10994,23,54,68,55,4.0,1
10995,20,67,36,58,3.3,1
10996,18,57,63,79,4.9,1
10997,24,98,82,65,9.5,1
10998,21,80,79,70,6.9,1
10999,22,74,55,64,4.2,1
11000,23,65,73,72,6.8,1
11001,17,77,88,72,8.6,1
11002,24,85,62,86,7.5,1
11003,20,76,46,67,5.6,1
11004,25,59,70,60,4.1,1
11005,17,73,61,76,7.0,1
11006,18,68,73,69,6.4,1
11007,22,75,93,70,7.5,1
11008,17,64,79,65,6.9,1
11009,20,66,64,96,7.8,1
11010,24,73,46,71,4.3,1
11011,21,78,69,75,8.4,1
11012,25,81,68,81,5.9,1
11013,22,93,81,89,10.1,1
11014,17,65,73,63,4.0,1
11015,22,77,87,72,9.3,1
11016,22,58,59,62,5.9,1
11017,22,58,68,71,4.1,1
11018,24,79,76,71,4.4,1
11019,22,74,59,53,4.8,1
11020,21,66,73,67,6.4,1
11021,18,69,61,78,6.7,1
11022,20,53,58,73,4.2,1
11023,21,52,56,72,5.4,1
11024,20,89,96,81,10.2,1
11025,18,100,75,84,9.3,1
11026,23,90,73,70,6.5,1
11027,18,75,72,72,5.6,1
11028,17,63,97,82,5.8,1
11029,21,59,68,65,6.8,1
11030,17,69,48,62,3.2,1
11031,17,70,62,65,4.9,1
11032,17,49,42,52,1.8,1
11033,22,67,64,70,6.4,1
11034,25,80,78,85,6.9,1
11035,17,55,54,69,4.4,1
11036,21,85,85,76,9.0,1
11037,25,45,60,64,2.8,1
11038,25,77,55,51,2.3,1
11039,17,63,74,53,6.0,1
11040,24,84,71,55,7.8,1
11041,17,72,60,86,9.2,1
11042,24,62,62,62,4.5,1
11043,17,87,75,85,7.9,1
11044,21,79,61,71,5.4,1
11045,24,74,70,69,5.1,1
11046,22,75,80,71,7.4,1
11047,25,67,73,78,6.9,1
11048,17,43,52,69,2.0,1
11049,25,97,90,61,8.7,1
11050,17,82,66,77,8.5,1
11051,19,65,56,75,4.1,1
11052,17,84,79,61,6.4,1
11053,19,79,75,73,6.6,1
11054,18,69,65,64,6.1,1
11055,18,71,64,61,4.3,1
11056,25,56,54,46,4.0,1
11057,24,52,66,76,5.4,1
11058,17,93,82,79,8.1,1
11059,20,68,83,59,6.7,1
11060,17,62,68,69,4.7,1
11061,17,73,85,76,7.2,1
11062,20,41,31,44,0.5,0
11063,18,90,53,95,8.0,1
11064,19,56,28,59,1.7,0
11065,25,62,73,77,4.7,1
11066,18,45,61,57,3.0,1
11067,20,59,47,43,2.7,1
11068,17,55,72,56,8.1,1
11069,18,66,64,55,4.5,1
11070,21,85,61,83,6.3,1
11071,17,68,56,63,5.4,1
11072,23,84,62,81,6.5,1
11073,20,57,58,58,5.7,1
11074,22,77,54,52,2.7,1
11075,24,88,90,71,7.7,1
11076,22,68,51,66,4.4,1
11077,18,48,51,43,2.1,1
11078,17,57,66,57,4.6,1
11079,24,81,84,78,8.8,1
11080,24,88,68,63,7.4,1
11081,25,52,68,49,4.7,1
11082,22,65,66,65,4.7,1
11083,17,73,58,53,4.8,1
11084,25,97,70,95,10.1,1
11085,19,79,57,82,6.3,1
11086,22,58,76,66,6.4,1
11087,25,89,88,81,7.8,1
11088,19,71,67,70,6.0,1
11089,21,55,77,75,4.9,1
11090,21,66,63,62,5.1,1
11091,23,48,53,72,5.3,1
11092,20,73,63,70,5.4,1
11093,20,74,86,76,7.1,1
11094,23,56,59,63,5.6,1
11095,25,72,70,84,7.1,1
11096,20,60,76,63,5.3,1
11097,20,63,77,65,5.7,1
11098,22,27,50,45,1.1,0
11099,22,60,78,69,7.5,1
11100,23,69,79,69,6.3,1
11101,17,73,77,80,7.7,1
11102,19,57,58,57,0.5,1
11103,25,81,90,86,10.1,1
11104,22,62,62,79,5.2,1
11105,22,73,79,77,7.9,1
11106,21,56,52,43,3.2,1
11107,19,74,61,62,6.8,1
11108,21,54,44,66,3.2,1
11109,17,68,57,60,4.1,1
11110,19,100,85,79,9.7,1
11111,20,58,81,58,5.1,1
11112,21,74,71,66,6.0,1
11113,25,76,75,71,7.4,1
11114,20,83,68,76,6.6,1
11115,19,71,63,67,5.8,1
11116,17,64,70,82,6.3,1
11117,22,79,83,81,10.8,1
11118,23,74,61,69,5.4,1
11119,24,59,75,54,5.9,1
11120,17,90,65,82,7.8,1
11121,20,84,72,64,7.9,1
11122,21,80,69,82,8.1,1
11123,18,61,72,56,6.9,1
11124,17,64,64,49,3.0,1
11125,24,99,83,88,9.1,1
11126,22,53,53,73,3.0,1
11127,21,64,77,46,6.2,1
11128,25,60,67,52,3.8,1
11129,18,72,65,84,5.4,1
11130,24,66,84,72,6.2,1
11131,25,80,72,61,6.2,1
11132,17,91,73,84,6.4,1
11133,23,87,67,86,9.1,1
11134,24,69,52,72,6.5,1
11135,19,70,64,49,5.0,1
11136,20,89,83,94,7.6,1
11137,19,81,79,80,8.1,1
11138,23,62,64,55,2.8,1
11139,25,81,66,86,6.8,1
11140,19,66,72,65,7.0,1
11141,22,70,62,55,4.8,1
11142,24,67,59,70,8.5,1
11143,22,60,82,63,5.2,1
11144,18,81,78,69,5.8,1
11145,23,75,73,72,5.1,1
11146,18,65,78,57,5.5,1
11147,18,75,51,62,3.1,1
11148,18,42,60,51,2.3,1
11149,17,81,74,79,9.0,1
11150,17,63,59,72,3.6,1
11151,23,31,39,64,3.3,1
11152,21,47,45,56,0.8,1
11153,19,51,44,57,4.1,1
11154,17,45,41,75,2.6,1
11155,22,80,79,87,9.1,1
11156,17,59,67,72,7.7,1
11157,25,54,62,73,4.0,1
11158,18,71,100,91,10.5,1
11159,17,79,68,64,7.7,1
11160,23,66,60,67,4.8,1
11161,22,44,52,41,0.5,1
11162,22,99,78,67,10.5,1
11163,21,52,45,53,2.4,1
11164,20,53,46,65,1.9,1
11165,20,68,83,89,7.7,1
11166,19,68,69,83,10.9,1
11167,24,79,69,76,8.5,1
11168,23,70,85,85,6.7,1
11169,25,91,39,79,6.8,1
11170,17,83,71,79,7.4,1
11171,23,71,87,75,7.2,1
11172,20,72,86,76,6.1,1
11173,23,78,74,68,5.7,1
11174,17,73,76,81,5.4,1
11175,21,78,49,61,3.8,1
11176,19,58,54,64,4.9,1
11177,21,62,67,36,1.8,1
11178,20,63,62,77,5.3,1
11179,18,61,37,51,3.3,1
11180,20,52,60,38,3.1,1
11181,19,68,65,68,5.9,1
11182,17,83,78,76,8.6,1
11183,24,82,49,79,7.5,1
11184,21,54,25,61,2.0,0
11185,20,34,59,52,3.3,1
11186,21,76,70,100,7.6,1
11187,20,74,52,58,3.3,1
11188,19,65,67,51,5.0,1
11189,21,88,62,86,6.7,1
11190,20,58,54,67,3.4,1
11191,17,53,61,72,5.7,1
11192,19,52,62,53,2.6,1
11193,24,57,41,64,4.2,1
11194,23,69,61,51,6.2,1
11195,18,42,62,53,2.0,1
11196,17,72,61,94,6.5,1
11197,19,65,66,59,5.5,1
11198,21,86,86,74,6.7,1
11199,17,58,69,54,6.0,1
11200,19,83,98,74,8.5,1
11201,19,73,80,57,5.8,1
11202,21,72,55,68,4.6,1
11203,19,66,54,71,5.8,1
11204,25,75,64,60,6.7,1
11205,17,72,69,69,5.6,1
11206,20,52,69,69,5.6,1
11207,20,59,66,64,4.0,1
11208,17,61,50,70,4.0,1
11209,18,56,45,71,2.4,1
11210,17,85,86,76,9.3,1
11211,22,61,74,55,2.8,1
11212,19,81,48,61,4.0,1
11213,23,55,58,50,3.9,1
11214,21,80,69,66,7.5,1
11215,25,79,64,71,4.9,1
11216,23,61,64,95,8.2,1
11217,20,64,60,53,4.0,1
11218,21,54,80,91,6.1,1
11219,21,82,42,56,3.7,1
11220,21,93,94,96,10.2,1
11221,25,61,43,62,2.9,1
11222,19,52,70,72,6.2,1
11223,22,69,75,69,6.9,1
11224,24,67,72,71,6.4,1
11225,25,84,60,60,5.1,1
11226,23,74,70,75,5.2,1
11227,19,52,53,78,5.6,1
11228,17,72,73,61,5.2,1
11229,20,62,69,61,7.6,1
11230,22,72,88,82,10.4,1
11231,19,68,57,81,4.3,1
11232,17,63,68,59,2.5,1
11233,22,72,69,77,5.3,1
11234,17,100,94,80,11.2,1
11235,25,64,66,57,3.7,1
11236,17,85,77,78,9.1,1
11237,22,71,83,71,9.2,1
11238,17,72,62,65,4.3,1
11239,23,57,77,65,6.8,1
11240,19,100,75,89,9.1,1
11241,22,73,55,66,4.7,1
11242,23,94,75,80,5.1,1
11243,17,67,68,48,4.2,1
11244,17,68,48,55,3.3,1
11245,21,59,78,59,4.1,1
11246,22,56,48,62,2.8,1
11247,25,58,67,64,5.6,1
11248,17,46,70,77,3.8,1
11249,20,72,79,68,6.0,1
11250,24,53,44,47,2.1,1
11251,25,60,73,69,6.2,1
11252,19,67,69,71,7.3,1
11253,18,50,52,60,1.1,1
11254,20,61,67,67,6.3,1
11255,18,83,72,64,8.2,1
11256,17,46,45,60,2.8,1
11257,19,86,92,75,9.2,1
11258,23,60,61,61,6.4,1
11259,17,50,73,62,3.9,1
11260,18,44,62,66,5.4,1
11261,17,72,75,70,6.7,1
11262,24,83,81,71,5.7,1
11263,21,87,65,67,6.7,1
11264,24,63,62,62,3.5,1
11265,19,50,72,64,5.9,1
11266,23,64,46,64,2.4,1
11267,24,70,66,67,5.3,1
11268,22,56,64,76,3.5,1
11269,23,73,76,58,3.9,1
11270,18,86,72,81,8.2,1
11271,24,98,78,87,7.9,1
11272,21,60,69,77,6.8,1
11273,23,45,57,60,3.1,1
11274,17,54,56,68,4.8,1
11275,21,77,74,82,8.2,1
11276,17,85,81,72,5.8,1
11277,24,83,87,86,10.6,1
11278,20,66,69,78,6.4,1
11279,20,74,58,68,5.9,1
11280,18,74,73,56,4.8,1
11281,21,47,75,87,5.8,1
11282,17,77,65,75,5.2,1
11283,25,68,90,65,7.1,1
11284,21,76,68,73,7.6,1
11285,22,75,48,57,3.8,1
11286,18,54,52,53,2.6,1
11287,17,36,41,61,1.5,1
11288,20,58,72,69,6.6,1
11289,23,58,56,76,3.1,1
11290,22,45,58,35,0.8,1
11291,17,72,64,71,6.4,1
11292,17,87,90,76,11.0,1
11293,24,81,67,71,5.5,1
11294,20,76,81,78,7.3,1
11295,21,51,54,77,5.7,1
11296,23,75,55,56,5.3,1
11297,24,96,67,79,7.5,1
11298,23,67,52,58,4.9,1
11299,18,73,74,71,6.1,1
11300,20,63,74,66,6.2,1
11301,17,59,70,51,4.0,1
11302,25,82,72,82,7.7,1
11303,19,78,59,64,5.1,1
11304,19,65,49,69,3.8,1
11305,25,91,83,80,6.7,1
11306,19,61,55,72,3.5,1
11307,24,57,58,64,5.6,1
11308,18,57,73,59,5.5,1
11309,19,91,71,87,7.9,1
11310,18,82,58,72,6.5,1
11311,17,51,56,80,5.4,1
11312,18,74,73,64,7.3,1
11313,24,79,67,85,8.6,1
11314,25,66,69,73,6.7,1
11315,18,54,56,67,5.5,1
11316,23,48,44,54,2.6,1
11317,21,49,51,50,3.2,1
11318,19,51,64,71,4.8,1
11319,25,71,63,60,4.2,1
11320,22,69,73,68,5.1,1
11321,17,64,58,86,5.6,1
11322,21,52,84,67,6.7,1
11323,23,64,91,64,5.3,1
11324,20,78,65,70,6.6,1
11325,24,61,48,65,5.6,1
11326,21,39,30,49,1.2,0
11327,25,58,52,67,3.4,1
11328,25,70,57,79,5.2,1
11329,25,37,54,59,2.8,1
11330,17,87,75,79,6.8,1
11331,18,70,66,78,8.9,1
11332,19,75,74,76,8.2,1
11333,20,78,58,62,5.0,1
11334,25,83,99,73,8.8,1
11335,22,80,52,80,5.8,1
11336,17,81,55,61,4.8,1
11337,25,48,60,69,4.2,1
11338,22,74,55,58,4.8,1
11339,20,78,73,65,4.6,1
11340,20,66,56,69,5.9,1
11341,19,67,57,62,5.9,1
11342,23,49,77,65,5.5,1
11343,19,80,57,62,6.5,1
11344,18,54,84,77,8.1,1
11345,24,87,69,60,7.6,1
11346,20,40,46,55,2.2,1
11347,24,61,40,56,0.5,1
11348,17,81,62,75,7.6,1
11349,21,66,62,51,2.5,1
11350,25,58,64,60,5.0,1
11351,17,44,64,69,2.9,1
11352,20,34,61,55,1.5,1
11353,22,84,75,80,6.7,1
11354,24,82,57,82,7.2,1
11355,19,70,50,59,4.2,1
11356,21,50,54,41,0.5,1
11357,23,68,61,69,4.3,1
11358,17,69,75,63,6.4,1
11359,23,58,51,51,2.2,1
11360,24,61,62,70,5.9,1
11361,24,65,72,66,5.5,1
11362,25,100,53,52,6.8,1
11363,22,70,63,58,5.8,1
11364,22,40,57,69,3.4,1
11365,18,75,77,76,8.1,1
11366,19,56,51,73,5.2,1
11367,20,69,52,60,5.4,1
11368,20,50,53,50,3.4,1
11369,24,62,60,71,4.5,1
11370,17,53,73,73,3.6,1
11371,20,68,55,59,5.1,1
11372,20,78,75,91,9.3,1
11373,17,59,69,48,2.5,1
11374,19,73,62,40,2.0,1
11375,21,70,67,85,8.7,1
11376,22,73,70,57,5.0,1
11377,25,37,67,52,4.0,1
11378,25,75,76,65,7.8,1
11379,25,65,48,60,4.2,1
11380,17,77,75,67,9.5,1
11381,25,57,65,79,7.0,1
11382,24,63,66,68,4.4,1
11383,18,100,80,89,10.2,1
11384,17,61,57,74,4.2,1
11385,17,80,65,82,7.1,1
11386,22,82,52,62,6.2,1
11387,25,100,100,84,8.4,1
11388,23,72,83,90,8.9,1
11389,21,59,80,75,5.6,1
11390,18,58,47,70,3.8,1
11391,17,78,84,70,6.5,1
11392,18,39,55,57,4.0,1
11393,17,93,88,82,9.9,1
11394,19,71,76,63,5.8,1
11395,22,59,77,74,4.7,1
11396,24,74,66,71,5.9,1
11397,19,64,43,64,2.5,1
11398,25,70,56,47,3.4,1
11399,21,79,81,73,8.1,1
11400,23,65,54,54,4.1,1
11401,24,61,52,45,3.2,1
11402,19,85,54,75,6.7,1
11403,18,83,66,68,8.1,1
11404,18,81,76,70,7.1,1
11405,21,86,83,67,7.7,1
11406,17,81,69,58,3.8,1
11407,18,49,75,62,2.4,1
11408,25,98,93,71,8.8,1
11409,23,90,61,61,4.8,1
11410,22,60,53,70,4.9,1
11411,25,78,74,84,8.4,1
11412,23,69,64,69,6.7,1
11413,21,79,71,74,6.5,1
11414,25,70,93,92,10.3,1
11415,22,57,64,53,4.1,1
11416,22,74,89,69,7.5,1
11417,20,65,69,65,5.6,1
11418,17,67,55,74,6.1,1
11419,21,77,73,82,8.9,1
11420,25,80,73,72,6.6,1
11421,24,79,72,63,6.7,1
11422,24,95,88,84,7.9,1
11423,21,73,62,60,4.7,1
11424,25,50,56,59,3.7,1
11425,19,57,40,61,3.2,1
11426,19,47,40,70,1.2,1
11427,17,90,86,78,10.0,1
11428,25,69,57,53,3.1,1
11429,22,68,69,63,5.0,1
11430,18,67,67,76,4.9,1
11431,24,71,67,72,6.2,1
11432,25,84,62,78,7.3,1
11433,25,70,73,82,7.4,1
11434,18,48,59,73,4.2,1
11435,18,73,77,60,5.1,1
11436,23,74,81,75,6.1,1
11437,20,79,58,76,5.0,1
11438,17,59,73,82,9.0,1
11439,24,72,56,64,6.6,1
11440,18,76,70,64,7.1,1
11441,19,59,66,77,7.0,1
11442,21,78,100,67,8.1,1
11443,19,82,55,62,5.9,1
11444,23,77,54,53,2.6,1
11445,23,82,62,74,6.4,1
11446,18,59,60,68,4.1,1
11447,23,76,57,57,4.3,1
11448,22,83,78,61,6.8,1
11449,25,75,80,85,8.2,1
11450,25,62,73,74,5.5,1
11451,18,69,60,75,6.2,1
11452,23,73,91,84,9.2,1
11453,21,67,62,66,6.0,1
11454,22,97,74,87,11.2,1
11455,17,84,68,73,6.7,1
11456,23,48,51,46,1.6,1
11457,22,89,59,77,7.2,1
11458,20,78,77,72,6.3,1
11459,17,87,68,77,8.3,1
11460,25,65,62,81,7.0,1
11461,20,85,64,66,5.2,1
11462,18,62,63,64,2.8,1
11463,24,63,51,55,5.0,1
11464,18,55,67,69,3.6,1
11465,21,60,38,69,4.2,1
11466,22,63,74,92,6.8,1
11467,24,94,69,96,9.2,1
11468,17,63,61,79,6.4,1
11469,17,60,72,54,2.9,1
11470,20,68,59,63,6.5,1
11471,21,86,75,71,8.1,1
11472,25,71,49,68,4.2,1
11473,23,60,71,78,5.2,1
11474,23,68,69,57,5.5,1
11475,24,47,64,54,3.8,1
11476,21,91,82,73,6.9,1
11477,21,78,60,57,5.2,1
11478,17,58,79,67,6.4,1
11479,25,51,72,72,3.5,1
11480,22,63,64,71,4.5,1
11481,25,75,60,81,7.1,1
11482,19,58,50,56,4.7,1
11483,21,73,85,66,9.3,1
11484,18,68,50,61,4.6,1
11485,21,88,54,49,6.0,1
11486,24,77,82,79,7.6,1
11487,18,52,48,63,2.4,1
11488,24,48,74,47,1.6,1
11489,20,43,45,61,2.1,1
11490,17,73,71,83,8.3,1
11491,21,74,64,53,4.3,1
11492,17,71,89,84,11.1,1
11493,23,64,59,59,4.3,1
11494,24,70,66,78,5.9,1
11495,19,84,100,87,8.9,1
11496,19,94,99,89,9.9,1
11497,23,88,91,79,10.0,1
11498,20,75,64,90,8.2,1
11499,19,71,73,78,7.8,1
11500,24,87,77,77,6.8,1
11501,19,86,79,89,7.2,1
11502,23,92,73,69,4.3,1
11503,18,58,51,60,3.7,1
11504,17,62,65,63,5.5,1
11505,22,71,56,51,5.1,1
11506,24,68,74,50,4.5,1
11507,17,81,78,81,7.0,1
11508,25,85,68,58,7.6,1
11509,19,75,68,78,5.7,1
11510,19,93,79,87,8.8,1
11511,20,70,46,51,3.0,1
11512,17,79,73,68,5.1,1
11513,25,39,59,67,3.9,1
11514,19,53,43,54,1.4,1
11515,20,58,55,78,5.3,1
11516,17,77,72,54,5.2,1
11517,20,59,81,84,8.8,1
11518,17,89,64,67,6.9,1
11519,21,50,51,44,3.2,1
11520,21,74,81,72,9.6,1
11521,23,83,76,73,8.2,1
11522,24,70,72,73,6.8,1
11523,20,84,45,58,5.0,1
11524,23,73,58,56,3.4,1
11525,20,60,50,61,4.7,1
11526,19,89,89,69,7.9,1
11527,22,80,92,77,9.6,1
11528,20,77,90,85,8.9,1
11529,19,71,36,79,4.4,1
11530,25,72,52,61,3.0,1
11531,21,65,65,70,5.8,1
11532,23,48,55,53,1.6,1
11533,22,74,77,67,6.2,1
11534,21,58,77,72,5.2,1
11535,23,80,38,73,4.5,1
11536,22,44,43,45,2.0,1
11537,18,66,70,81,6.6,1
11538,19,81,68,78,4.3,1
11539,18,59,63,49,2.9,1
11540,19,67,50,58,0.5,1
11541,17,65,58,82,5.4,1
11542,24,100,76,88,9.4,1
11543,22,90,74,80,9.2,1
11544,18,56,51,71,4.5,1
11545,24,55,50,56,4.2,1
11546,22,58,58,69,6.5,1
11547,23,45,60,53,3.3,1
11548,17,64,69,58,6.2,1
11549,23,65,63,74,7.2,1
11550,19,54,59,80,8.2,1
11551,24,76,61,73,5.3,1
11552,22,74,78,26,5.1,0
11553,20,63,57,63,3.6,1
11554,24,49,66,62,3.7,1
11555,25,82,65,56,5.0,1
11556,18,70,68,67,6.3,1
11557,22,68,58,82,7.5,1
11558,21,63,54,62,3.7,1
11559,21,84,73,80,8.8,1
11560,19,41,77,74,4.9,1
11561,24,68,67,89,5.5,1
11562,24,63,71,60,3.9,1
11563,21,43,56,52,0.5,1
11564,24,63,64,67,7.4,1
11565,24,62,71,93,7.1,1
11566,19,71,79,61,4.9,1
11567,18,76,71,52,5.6,1
11568,25,68,74,77,6.6,1
11569,18,58,61,41,2.1,1
11570,25,58,65,75,4.3,1
11571,20,67,77,79,7.2,1
11572,18,58,57,48,2.7,1
11573,17,59,64,76,6.1,1
11574,20,74,42,54,2.5,1
11575,25,58,50,75,6.5,1
11576,25,71,61,56,5.4,1
11577,20,54,55,43,1.9,1
11578,25,80,78,80,8.1,1
11579,22,76,65,79,3.9,1
11580,17,34,57,56,3.7,1
11581,22,74,94,63,5.9,1
11582,25,76,95,74,8.0,1
11583,18,65,41,48,3.3,1
11584,22,69,72,73,5.6,1
11585,18,71,78,79,6.4,1
11586,20,62,50,78,7.0,1
11587,24,63,68,68,5.9,1
11588,23,96,67,56,4.7,1
11589,25,66,58,80,3.7,1
11590,23,79,70,61,5.7,1
11591,17,55,56,51,3.1,1
11592,18,39,52,34,0.5,1
11593,22,80,84,59,6.5,1
11594,23,57,81,78,7.5,1
11595,19,41,57,46,0.5,1
11596,25,55,46,52,3.3,1
11597,23,83,91,66,6.9,1
11598,22,91,86,79,10.0,1
11599,22,63,61,62,5.5,1
11600,17,65,63,75,3.9,1
11601,21,63,58,63,5.1,1
11602,19,91,78,80,8.5,1
11603,23,65,62,63,4.1,1
11604,19,78,51,62,3.7,1
11605,21,61,62,61,4.4,1
11606,23,72,50,56,3.4,1
11607,19,70,59,75,5.8,1
11608,18,76,69,83,9.1,1
11609,22,97,64,63,6.2,1
11610,24,79,57,40,4.9,1
11611,20,68,67,60,4.9,1
11612,25,61,62,43,2.1,1
11613,24,65,79,66,7.4,1
11614,23,57,74,55,5.3,1
11615,23,78,72,77,5.1,1
11616,19,95,82,100,12.0,1
11617,22,69,64,77,6.2,1
11618,21,58,76,59,3.8,1
11619,17,66,56,59,4.6,1
11620,19,76,94,63,8.0,1
11621,17,49,62,77,5.7,1
11622,20,69,32,64,2.3,1
11623,19,75,71,79,7.5,1
11624,20,80,67,52,4.0,1
11625,25,68,98,80,9.6,1
11626,19,61,60,75,7.9,1
11627,22,61,69,48,4.5,1
11628,22,90,85,91,8.3,1
11629,23,56,78,56,5.6,1
11630,25,63,46,68,7.4,1
11631,23,76,86,56,6.6,1
11632,17,57,62,59,3.6,1
11633,24,68,64,61,4.1,1
11634,21,75,85,85,7.8,1
11635,25,69,42,57,4.8,1
11636,21,78,72,55,4.6,1
11637,21,47,80,61,3.4,1
11638,18,84,55,52,6.4,1
11639,19,70,82,96,10.0,1
